orig_index,update_flag,title,authors,journal,year,abstract,doi,hollow_flag
2395,R,"Pregnancy : A Medical Dictionary, Bibliography, and Annotated Research Guide to Internet References","Parker, James N.; Parker, Philip M.",,2003,"title from e-book cover (viewed january 16, 2004)",,TRUE
2396,R,Substance Misuse in Psychosis : Approaches to Treatment and Service Delivery,Hermine L. Graham; Alex Copello; Max J. Birchwood; Kim T. Mueser,,2003,"the prevalence of substance abuse in the severely mentally ill ishigher than that in the general population, making this a seriousissue for clinicians. integrated treatment, although the mostwidely adopted approach, is subject to tremendous variation in itsoperationalisation, especially throughout different parts of theworld. substance misuse in psychosis presents the latest internationaldevelopments and practical treatment interventions that can be usedwith co-morbid individuals and their families. different social andcultural contexts are described and contrasted, along withtreatment approaches that have been tailored to address the needsof the severely mentally ill. a final section considers sub-groups,e.g. the young, the homeless, outlining the special issues thatneed to be considered when providing services for these groups.",,FALSE
2397,G,CONTRIBUTED POSTER PRESENTATIONS.,,Value in Health,2002,"discusses abstracts of articles related to health.  'drug costs regulation system in the slovak republic,' by d. tomek; 'risk sharing in a state funded health service: outcomes guarantee project,' by s.r. chapman and e. reeve; 'the use of pathology-related parameters in explaining the variation of public expenditures on medical imaging,' by d. puttevils, d. ooms, g. wissels, k. putman and d. corens.",,FALSE
2398,G,"Abstarcts of the Annual Scientific Meeting of the Australian Atheroosclerosis Society. Fremantle, 22-24 November 2001.",,Clinical & Experimental Pharmacology & Physiology,2002,,,TRUE
2399,R,The evolution of β-cell dysfunction and insulin resistance in type 2 diabetes.,"Bergman, R. N; Finegood, D. T; Kahn, S. E",European Journal of Clinical Investigation,2002,"insulin resistance and β-cell dysfunction have important roles in the pathogenesis and evolution of type 2 diabetes. the development of precise methods to measure these factors has helped us to define the relationship between them and evidence is reviewed that changes in insulin sensitivity are compensated by inverse changes in β-cell responsiveness such that the product of insulin sensitivity and insulin secretion (the disposition index) remains constant. while the disposition index promises to be a useful tool to predict individuals at high risk of developing type 2 diabetes, other factors that contribute to β-cell dysfunction and mark disease onset and progression include impairments in proinsulin processing and insulin secretion, decreased β-cell mass and islet amyloid deposition. emerging data indicate that anti-diabetic agents, such as the thiazolidinediones that simultaneously target insulin resistance and β-cell dysfunction, may have a beneficial impact on disease onset and progression. several landmark clinical studies are underway to investigate if their initial promise is supported by data from large-scale trials.",,FALSE
2400,G,Contributed Poster Presentations.,,Value in Health,2002,"presents abstracts of studies related to health.  an analysis of a healthy start smoking cessation program; effect of preferred drug status on patient switching, adherence and days of therapy; assessment of fracture risk with prescription drugs in medicare-eligible plan members of a telecommunications company.",,TRUE
2401,R,THE BEST PERFORMERS. (cover story),"Foust, Dean; Barrett, Amy; Hindo, Brian; Jespersen, Frederick F.; Katzenberg, Fred; McNamee, Mike; Pascual, Aixa M.",BusinessWeek,2002,"reports on list of the top 50 companies for 2002 according to 'businessweek.'  impact of the recession and the accounting scandal of enron crop. on the composition of the list; drop in the number of new economy companies on the list; how the companies on the list have focused on building their brands; success of consumer goods companies.  inset: a bw50 retrospective: in the beginning, there was high tech.",,FALSE
2402,R,THE RANKING.,,BusinessWeek,2002,"presents list by 'businessweek' of the top 50 companies in 2002.  brief descriptions of the companies; sales of each company; companies on the list, including johnson & johnson, freddie mac, and pfizer inc.",,TRUE
2404,R,Blackwell Handbook of Childhood Cognitive Development,Usha Goswami,,2002,"this definitive volume provides state-of-the-art summaries of current research by leading specialists in different areas of cognitive development. forms part of a series of four blackwell handbooks in developmental psychology spanning infancy to adulthood. covers all the major topics in research and theory about childhood cognitive development. synthesizes the latest research findings in an accessible manner. includes chapters on abnormal cognitive development and theoretical perspectives, as well as basic research topics. now available in full text online via xreferplus, the award-winning reference library on the web from xrefer. for more information, visit www.xreferplus.com",,FALSE
2405,R,Brain-Wise : Studies in Neurophilosophy,Patricia S. Churchland,,2002,"progress in the neurosciences is profoundly changing our conception of ourselves. contrary to time-honored intuition, the mind turns out to be a complex of brain functions. and contrary to the wishful thinking of some philosophers, there is no stemming the revolutionary impact that brain research will have on our understanding of how the mind works.brain-wise is the sequel to patricia smith churchland's neurophilosophy, the book that launched a subfield. in a clear, conversational manner, this book examines old questions about the nature of the mind within the new framework of the brain sciences. what, it asks, is the neurobiological basis of consciousness, the self, and free choice? how does the brain learn about the external world and about its own introspective world? what can neurophilosophy tell us about the basis and significance of religious and moral experiences?drawing on results from research at the neuronal, neurochemical, system, and whole-brain levels, the book gives an up-to-date perspective on the state of neurophilosophy—what we know, what we do not know, and where things may go from here.",,FALSE
2406,R,Emotional Intelligence : Science and Myth,Gerald Matthews; Moshe Zeidner; Richard D. Roberts,,2002,"emotional intelligence (ei) is one of the most widely discussed topics in current psychology. although first mentioned in the professional literature nearly two decades ago, in the past five years it has received extensive media attention. the term'emotional intelligence'refers to the ability to identify, express, and understand emotions; to assimilate emotions into thought; and to regulate both positive and negative emotions in oneself and others. yet despite the flourishing research programs and broad popular interest, scientific evidence for a clearly identified construct of ei is sparse. it remains to be seen whether there is anything to ei that researchers in the fields of personality, intelligence, and applied psychology do not already know.this book offers a comprehensive critical review of ei. it examines current thinking on the nature, components, determinants, and consequences of ei, and evaluates the state of the art in ei theory, research, assessment, and applications. it highlights the extent to which empirical evidence supports ei as a valid construct and debunks some of the more extravagant claims that appear in the popular media. finally, it examines the potential use of ei to guide practical interventions in various clinical, occupational, and educational settings.",,FALSE
2407,R,Foundations in Social Neuroscience,John T. Cacioppo; Gary G. Berntson; Ralph Adolphs; C. Sue Carter; Richard J. Davidson; Martha McClintock; Bruce S. McEwen; Michael Meaney; Daniel L. Schacter; Esther M. Sternberg; Steve Suomi; Shelley E. Taylor,,2002,"a full understanding of the biology and behavior of humans cannot be complete without the collective contributions of the social sciences, cognitive sciences, and neurosciences. this book collects eighty-two of the foundational articles in the emerging discipline of social neuroscience.the book addresses five main areas of research: multilevel integrative analyses of social behavior, using the tools of neuroscience, cognitive science, and social science to examine specific cases of social interaction; the relationships between social cognition and the brain, using noninvasive brain imaging to document brain function in various social situations; rudimentary biological mechanisms for motivation, emotion, and attitudes, and the shaping of these mechanisms by social factors; the biology of social relationships and interpersonal processes; and social influences on biology and health.",,FALSE
2408,R,From Ideas to Assets : Investing Wisely in Intellectual Property,Bruce Berman,,2002,"in the information age, intellectual property rights such as patents, copyrights, and trademarks are among companies'most valuable assets. today, managers and investors in a wide variety of industries need to understand the fundamentals of intellectual property rights in order to make informed decisions about the companies they run and the investments they hold. from ideas to assets provides a detailed overview of what intellectual property assets are and how they work - and what you need to know about them to succeed today's competitive business environment. it offers techniques for valuing intellectual property and discusses ways to help you maximize returns and discern performance variables. the 25 expert contributors to this volume approach the subject from the varied perspectives of shareholders, managers, analysts, accountants, advisors, and other professionals. original tables, graphs, and statistics related to intellectual property returns and performance indices are included to clarify important legal and accounting concepts. this easy-to-read guide covers strategies for businesses in various industries, including the financial and manufacturing sectors. this is not a textbook or a stock-picking manual. from ideas to assets is a focused resource that provides diverse audiences with valuable guidance on the ip basics they need to know.",,FALSE
2410,G,Track 7 Diabetes and hyperlipidemia in obesity P205-P259.,,International Journal of Obesity & Related Metabolic Disorders,2001,"presents articles related to diabetes and hyperlipidemia in obesity published in the may 3, 2001 issue of the periodical 'international journal of obesity.'  diseases caused by diabetes; effect of diet free fat and endurance training on insulin receptor tyrosine protein kinase in dietary obese rats; effects of a weight maintenance program with or without exercise training on the metabolic syndrome in obese men.",,FALSE
2411,R,Handbook of Affect and Social Cognition,Joseph P. Forgas,,2001,"this book offers a comprehensive review and integration of the most recent research and theories on the role of affect in social cognition and features original contributions from leading researchers in the field. the applications of this work to areas such as clinical, organizational, forensic, health, marketing, and advertising psychology receive special emphasis throughout. the book is suitable as a core text in advanced courses on the role of affect in social cognition and behavior or as a reference for those interested in the subject.",,FALSE
2412,R,Hydrogen As a Fuel : Learning From Nature,Richard Cammack; Michel Frey; Robert Robson,,2001,"there continues to be widespread interest in the applications of hydrogen as a clean fuel and its potential for local electricity production and use in transport. recent years have seen a variety of breakthroughs in our understanding of the nature, structure, and biosynthesis of hydrogenases. this book is a timely description of these developments,",,TRUE
2413,G,Abstracts of Papers.,,Journal of Dental Research,2000,"the article focuses on abstracts of research papers presented at the international association for dental research's (iadr) events including ""espabuing horizons, strengthening alliances to conduct practice-based and community-based research,"" ""expanding the capacity for training in clinical research: partnering academic. industry, and federal sector"" and ""advances in dental cad/cam.""",,FALSE
2414,R,Handbook of Nutrition and Diet,Babasaheb B. Desai,,2000,"this handbook of nutrition and diet provides information on food nutrients and their functions; food safety and distribution; food composition, consumption and utilization; adequacy of diet; and the nutritional management of diseases and disorders. it also discusses the effects of nutrition and diet on diseases of the bones, teeth, hair, kidneys, l",,FALSE
2416,R,Barron's Finance & Investment Handbook,"Downes, John; Goodman, Jordan Elliot",,1998,provides lists of brokers and defines important investment terms.,,TRUE
2417,R,Handbook of Obesity,"Bray, George A.; Bouchard, Claude; James, W. P. T.",,1998,,,TRUE
2419,R,A Treatise on the Family : Enlarged Edition,Gary S. Becker,,1991,"imagine each family as a kind of little factory—a multiperson unit producing meals, health, skills, children, and self-esteem from market goods and the time, skills, and knowledge of its members. this is only one of the remarkable concepts explored by gary s. becker in his landmark work on the family. becker applies economic theory to the most sensitive and fateful personal decisions, such as choosing a spouse or having children. he uses the basic economic assumptions of maximizing behavior, stable preferences, arid equilibria in explicit or implicit markets to analyze the allocation of time to child care as well as to careers, to marriage and divorce in polygynous as well as monogamous societies, to the increase and decrease of wealth from one generation to another.the consideration of the family from this perspective has profound theoretical and practical implications. for example, becker's analysis of assortative mating can be used to study matching processes generally. becker extends the powerful tools of economic analysis to problems once considered the province of the sociologist, the anthropologist, and the historian. the obligation of these scholars to take account of his work thus constitutes an important step in the unification of the social sciences.a treatise on the family will have an impact on public policy as well. becker shows that social welfare programs have significant effects on the allocation of resources within families. for example, social security taxes tend to reduce the amount of resources children give to their aged parents. the implications of these findings are obvious and far-reaching. with the publication of this extraordinary book, the family moves to the forefront of the research agenda in the social sciences.",,FALSE
2420,G,Abstracts of Papers.,,Journal of Dental Research,1989,"the article presents abstracts related to dentistry including ""magnetic resonance imaging (mri) effects on mouse dentin and bone,"" by a. kwong and colleagues, ""oral manifestations of infection with human immuno-deficiency virus: a continuing study,"" by a. j. oliver and p. c. reade, and ""effect of monofluorophosphate on crystallization in seeded calcium phosphate solutions,"" by g. m. vintiner.",,FALSE
2421,G,Abstracts of Papers.,,Journal of Dental Research,1987,"abstracts of several topics related to dentistry are presented including the recognition and proper locations of undercuts, the comparison of intraoral mirror positions using 3-dimensional mirror, and a survey on dental school environment.",,TRUE
2422,G,Abstracts of Papers.,,Journal of Dental Research,1985,"the article presents abstracts on dentistry which include monoclonal antibodies in periodontal disease, impact of fluoride on molars of rats and gingival fluid.",,TRUE
2423,R,Werbung als Marketinginstrument : Mit Fallbeispielen aus der Werbepraxis,Günther Haedrich,,1976,,,TRUE
2432,G,Symposia Abstracts.,,Psychophysiology,2022,"in our first event-related potential study, erps and behavioral data converged in showing that both f0 and timbre support emotion processing but do so differently for different emotions: whereas f0 was most relevant for responses to happy, fearful, and sad voices, timbre was most relevant for responses to voices expressing pleasure. from fmri data, we further found that flexible control over task representations recruited thalamocortical interactions, where thalamic evoked responses shaped and updated cortical cognitive activity in response to changing task contexts. motivational context and error processing in impulsivity and compulsivity rebecca overmeyer, tanja endrass i technische universität dresden i adaptive behavior is based on monitoring of response outcomes, a process called performance monitoring (pm). b 4:40 p.m.-6:10 p.m. pdt b  b symposium 3.2 b fear and loathing in vr: psychophysiological fear and anxiety responses in virtual reality session chair: johannes rodrigues i julius-maximilians university of würzburg i discussant: travis baker i rutgers university newark i  i descriptors: virtual reality, anxiety, fear and defensive responses, eeg and ecg i . [extracted from the article]",,FALSE
2433,G,Poster Session 1.,,Psychophysiology,2022,"1-004 personal choice shields against noise effects on effort-related cardiovascular response johanna falk sp 1 sp , guido gendolla sp 1 sp , peter gollwitzer sp 2,3,4 sp , gabriele oettingen sp 2,5 sp  sp i 1 i sp i university of geneva, i sp i 2 i sp i new york university, i sp i 3 i sp i university of konstanz, i sp i 4 i sp i leuphana university of lueneburg, i sp i 5 i sp i university of hamburg i  i descriptors: cardiovascular response, effort, action shielding i two experiments tested whether personal choice vs. external assignment of task characteristics moderates the effect of aversive noise stimulation effects on effort-related cardiovascular response. b wednesday, september 28, 2022 b 1-001 dimensionality estimation and reduction of eeg before independent component analysis: the imp... seung suk kang, joseph bodenheimer university of missouri, kansas city i descriptors: ica, reliability, dimensionality reduction i to accurately quantify brain activities from eeg, it is essential to conduct rigorous preprocessing of eeg to remove prominent physiological and environmental noises. 2-020 effects of noninvasive brain stimulation on heart rate and heart rate variability: a systemat... maximilian schmaußer sp 1 sp , sven hoffmann sp 2 sp , markus raab sp 1,3 sp , sylvain laborde sp 1,4 sp  sp i 1 i sp i german sport university, i sp i 2 i sp i university of hagen, i sp i 3 i sp i london south bank university, i sp i 4 i sp i université de caen normandie i  i descriptors: non-invasive brain stimulation, heart rate variability, meta analysis i noninvasive brain stimulation (nibs) techniques such as transcranial magnetic stimulation (tms) and transcranial direct current stimulation (tdcs) are widely used to test whether specific cortical regions contribute to various cognitive and affective processes. [extracted from the article]",,FALSE
2434,R,Full Year 2022 Pointsbet Holdings Ltd Activities Report Call - Final,,Fair Disclosure Wire (Quarterly Earnings Reports),,,,TRUE
2435,G,ABSTRACT.,,European Journal of Clinical Investigation,2022,"covid-19 and social inequalities in a syndemic approach: social, clinical and psychological a... 56asm - 0278 pc05 | changes in mindfulness during the first lockdown from covid-19 a. lopez sp 1 sp ; a. o. caffò sp 1 sp ; l. tinella sp 1 sp ; m. n. di masi sp 2 sp ; g. spano sp 1 sp ; c. clemente sp 1 sp ; t. garcía-pereiro sp 1 sp ; e. ricciardi sp 1 sp ; a. bosco sp 1 sp  sp 1 sp i university of studiesviability (eosiny),ros production (dhe), mitochondrial function (jc-1), chromatin/dna status (diff-quik),acrosome integrity (psa-fitc) and tyrosine phosphorylation (immunofluorescence)- were determined. higher physiological doses elevated ros production and decreased mitochondrial function, motility, chromatin and acrosome integrity, tyrosine phosphorylation and viability. nonetheless, and although the values were smaller than reported around the world,(2) showed they were sufficient to synergistically decrease motility, chromatin integrity and produce an increasing trend in ros production. [extracted from the article]",,FALSE
2447,G,Symposia Abstracts.,,Psychophysiology,2021,"using reinforcement prediction errors to filter the information content from single trial eeg james cavanagh university of new mexico event-related eeg signals reflect a mix of overlapping latent processes. these two designs have historically been distinct with one focusing on the mechanisms (embracing the question of ""can"" in the examination of the role of a process in the explanation of development, as pérez-edgar & hastings point out) while the other focuses on observations (""do"" certain processes influence development). the present talk aims to address this challenge by examining neural processes linked to error monitoring (i.e., error-related negativity [ern]) and reward processing (i.e., reward positivity [rewp]) in response to acute (i.e., single bouts) and longer-term aerobic exercise interventions for depression. facial expressions: from low-level physical parameter to social actions session chair: florian bublatzky central institute of mental health i descriptors: i facial expression, face and person perception, emotion human facial expressions convey a large amount of emotional and social information in a fraction of a second. spn and predictive coding during reinforcement learning steven hackley sp 1 sp , sabrina bhangal sp 1 sp , shreya sharma sp 1 sp , xi ren sp 1 sp , and fernando valle-inclan sp 2 sp  sp 1 sp university of missouri, columbia, sp 2 sp university of la coruna a predictive coding framework can encompass several processes believed to underlie reinforcement learning, including motor control, reward prediction, and estimating the degree to which sensory events are a consequence of our own behavior. [extracted from the article]",,FALSE
2448,G,Poster Abstracts.,,Psychophysiology,2021,"poster 1-047 hunger is associated with an increased neural response to food reward iulia banica sp 1 sp , dan foti sp 2 sp , sarah racine sp 1 sp , and anna weinberg sp 1 sp  sp 1 sp mcgill university, sp 2 sp purdue university i descriptors: i reward positivity (rewp), food reward, reward salience the reward positivity (rewp) is a neural index of reward sensitivity. the aud group had an enhanced rewp to point feedback in the 2-doors task ( i f i (1, 48) = 21.78, i p i < .001), as well as a main effect of larger rewp to all valanced picture feedback ( i f i (1, 48) = 29.2, i p i < .005), yet there was no difference between puppy or alcohol images ( i f i (1, 48) = 3.88, i p i = .88). poster 1-022 the reward positivity is enhanced in individuals with alcohol use disorder garima singh sp 1 sp , ethan campbell sp 1 sp , jeremy hogeveen sp 1 sp , katie witkiewitz sp 1 sp , eric claus sp 1,2 sp , and james cavanagh sp 1 sp  sp 1 sp university of new mexico, sp 2 sp the mind research network i descriptors: i reward positivity, aud, affective imagery the reward positivity (rewp) is a positive deflection in the eeg following reward receipt. poster 1-013 test-retest reliability of the late-positive potential and the reward positivity in new mothe... kimberly galvez-ortega, kaylin hill, wei siong neo, bridgette kelleher, and dan foti purdue university i descriptors: i lpp, rewp, reliability the late positive potential (lpp) and the reward positivity (rewp) have been previously linked to psychological outcomes, such as depression. [extracted from the article]",,FALSE
2450,R,Q2 2021 Bragg Gaming Group Inc Earnings Call - Final,,Fair Disclosure Wire (Quarterly Earnings Reports),,,,TRUE
2456,R,Kambi Group PLC Capital Markets Day (Virtual) - Final,,Fair Disclosure Wire (Quarterly Earnings Reports),,,,TRUE
2457,U,A systematic review of event‐related potentials as outcome measures of attention bias modification.,"Carlson, Joshua M.",Psychophysiology,2021,"attention bias modification (abm) was initially developed with the goal of reducing attentional bias to threat—and subsequently anxious symptoms—in individuals with heightened anxiety. although controversial, abm appears to be generally effective in achieving this goal. yet, the primary outcome measure of abm (i.e., the reaction time‐based differences score) has poor reliability and temporal resolution, which limits the inferences that can be drawn. in contrast, event‐related potentials (erps) have superior reliability as well as temporal resolution and may therefore be better outcome measures of abm. in this review, i systematically assess the research using erps as outcome measures in abm protocols. i focus on the extent to which the erps modified by abm represent earlier or later stages of information processing. in addition, i explore the extent to which abm produces near and/or far transfer of learning effects on erp measures. the reviewed literature suggests that erps are promising outcome measures of abm. abm modulates the effects of affective stimuli on posterior visually evoked erps (i.e., p1) as well as erps at anterior electrodes (i.e., p2, n2, and ern). based on the state of the field, several directions for future research are identified. impact statement: this systematic review identifies erp outcome measures of attention bias modification training linked to both early visual (p1) and frontal processes (p2, n2, and ern) in emotion processing tasks. the anterior cingulate is a common source for many of these erps and may therefore represent a target of training.",10.1111/psyp.13801,FALSE
2469,U,"The ERP, frequency, and time–frequency correlates of feedback processing: Insights from a large sample study.","Williams, Chad C.; Ferguson, Thomas D.; Hassall, Cameron D.; Abimbola, Wande; Krigolson, Olave E.",Psychophysiology,2021,"human learning, at least in part, appears to be dependent on the evaluation of how outcomes of our actions align with our expectations. over the past 23 years, electroencephalography (eeg) has been used to probe the neural signatures of feedback processing. seminal work demonstrated a difference in the human event‐related potential (erp) dependent on whether people were processing correct or incorrect feedback. since then, these feedback evoked erps have been associated with reinforcement learning and conflict monitoring, tied to subsequent behavioral adaptations, and shown to be sensitive to a wide range of factors (e.g., parkinson's disease). recently, research has turned to frequency decomposition techniques to examine how changes in the eeg power spectra are related to underlying learning mechanisms. although the literature on the neural correlates of feedback processing is vast, there are still methodological discrepancies and differences in results across studies. here, we provide reference results and an investigation of methodological considerations for the erp (reward positivity) and frequency (delta and theta power) correlates of feedback evaluation with a large sample size. specifically, participants (n = 500) performed a two‐armed bandit task while we recorded eeg. our findings provide key information about the data characteristics and relationships that exist between the neural signatures of feedback evaluation. additionally, we conclude with selected methodological recommendations for standardization of future research. all data and scripts are freely provided to facilitate open science. while there is an abundance of eeg research probing the neural basis of feedback evaluation, there are differences in results and no consensus on methods across studies. we sought to resolve these issues in a large sample study (n = 500). our findings provide reference data to inform future research into the eeg correlates of feedback processing, reconcile the relationship between the erp and frequency correlates of feedback processing, and detail selected methodological guidelines for analysis.",10.1111/psyp.13722,FALSE
2471,R,"Impaired working memory, cognitive flexibility and reward processing in mice genetically lacking Gpr88: Evidence for a key role for Gpr88 in multiple cortico‐striatal‐thalamic circuits.","Thomson, David M.; Openshaw, Rebecca L.; Mitchell, Emma J.; Kouskou, Marianna; Millan, Mark J.; Mannoury la Cour, Clotilde; Morris, Brian J.; Pratt, Judith A.","Genes, Brain & Behavior",2021,"the gpr88 orphan g protein‐coupled receptor is expressed throughout the striatum, being preferentially localised in medium spiny neurons. it is also present in lower densities in frontal cortex and thalamus. rare mutations in humans suggest a role in cognition and motor function, while common variants are associated with psychosis. here we evaluate the influence of genetic deletion of gpr88 upon performance in translational tasks interrogating motivation, reward evaluation and cognitive function. in an automated radial arm maze 'n‐back' working memory task, gpr88 ko mice showed impaired correct responding, suggesting a role for gpr88 receptors in working memory circuitry. associative learning performance was similar to wild‐type controls in a touchscreen task but performance was impaired at the reversal learning stage, suggesting cognitive inflexibility. gpr88 ko mice showed higher breakpoints, reduced latencies and lengthened session time in a progressive ratio task consistent with enhanced motivation. simultaneously, locomotor hyperactivity was apparent in this task, supporting previous findings of actions of gpr88 in a cortico‐striatal‐thalamic motor loop. evidence for a role of gpr88 in reward processing was demonstrated in a touchscreen‐based equivalent of the iowa gambling task. although both gpr88 ko and wild‐type mice showed a preference for an optimum contingency choice, gpr88 ko mice selected more risky choices at the expense of more advantageous lower risk options. together these novel data suggest that striatal gpr88 receptors influence activity in a range of procedures integrated by prefrontal, orbitofrontal and anterior cingulate cortico‐striatal‐thalamic loops leading to altered cognitive, motivational and reward evaluation processes.",,FALSE
2476,R,ARE PUBLIC FINANCIAL MANAGERS WIRED FOR RISKAVERSION?,"Fennimore, Anne; McCue, Clifford",Public Finance & Management,2021,"this research examines government finance professionals' through a neuroscientific lens. building on a konorskian pattern of behavior, we develop a risk-taking model based on the neurobiology of four motivational states, i.e., prediction of reward (hope), prediction of aversive events (fear), omission of reward (frustration) and omission of aversive events (relief), based on reward or punishment sensitivity. it is posited herein that some financial managers are neurobiologically inclined to engage in risk-averse behaviors because they are motivated by fear of disrupting the status quo and seek relief by avoiding punishment. other financial managers are neurobiologically inclined to engage in risk-seeking behaviors because they are motivated by hope for reward prospects and continue to engage in risky decisions despite frustrations of reward omission. in both cases, risk-taking behavior is learned based on cultural antecedences, and over time government financial managers' risk tolerance becomes 'hardwired' neurologically, given their particular organizational environment.",,FALSE
2479,R,Valuation of peers' safe choices is associated with substance-naïveté in adolescents.,"Dongil Chung; Orloff, Mark A.; Lauharatanahirun, Nina; Chiu, Pearl H.; King-Casas, Brooks",Proceedings of the National Academy of Sciences of the United States of America,2020,"social influences on decision-making are particularly pronounced during adolescence and have both protective and detrimental effects. to evaluate how responsiveness to social signals may be linked to substance use in adolescents, we used functional neuroimaging and a gambling task in which adolescents who have and have not used substances (substance-exposed and substance-naïve, respectively) made choices alone and after observing peers' decisions. using quantitative model-based analyses, we identify behavioral and neural evidence that observing others' safe choices increases the subjective value and selection of safe options for substance-naïve relative to substance-exposed adolescents. moreover, the effects of observing others' risky choices do not vary by substance exposure. these results provide neurobehavioral evidence for a role of positive peers (here, those who make safer choices) in guiding adolescent real-world risky decision-making.",,FALSE
2483,R,The effect of trait anxiety on risk‐taking: Functional coupling between right hippocampus and left insula.,"Huo, Hangfeng; Zhang, Rong; Seger, Carol A.; Feng, Tingyong; Chen, Qi",Psychophysiology,2020,"behavioral research has found that trait anxiety is associated with a lower propensity for risk‐taking. however, the neural mechanisms underlying this relation are still unknown. to address this question, we employed voxel‐based morphometry (vbm) analysis and resting‐state functional connectivity (rs‐fc) to examine the influence of trait anxiety on risk‐taking. we theorized that trait anxiety may affect risk‐taking via negative prospection during episodic future thinking, which is known to be mediated by episodic memory systems including the hippocampus. we measured risk‐taking using the balloon analogue risk task (bart) and found that risk‐taking in this task was negatively correlated with trait anxiety. the vbm results suggested a positive correlation between trait anxiety and grey matter volumes in the hippocampus, consistent with previous  functional connectivity results indicated that functional connectivity between a right hippocampus cortex (rhpc) seed region and left insula (linsula) was positively correlated with trait anxiety scores but negatively correlated with risk‐taking. critically, mediation analysis showed that trait anxiety played a completely mediating role in the relation between the functional connectivity of rhpc‐linsula and risk‐taking. these results suggested that trait anxiety can affect risk‐taking via episodic future thinking mechanisms subserved by the hippocampal cortex acting in concert with emotional and motivational control mechanisms subserved by the insular cortex. the neural mechanism through which trait anxiety affects risk‐taking remains elusive. our findings indicated that trait anxiety may affect risk‐taking via the right hippocampus cortex (rhpc) and its connectivity with left insula (linsula). thus, the current study revealed that high trait anxiety may result in risk aversion through interactions between episodic future thinking and negative emotions subserved by hippocampal–insular coupling.",,FALSE
2490,R,Electrocortical measures of performance monitoring from go/no‐go and flanker tasks: Differential relations with trait dimensions of the triarchic model of psychopathy.,"Ribes‐Guardiola, Pablo; Poy, Rosario; Patrick, Christopher J.; Moltó, Javier",Psychophysiology,2020,"this study examined associations of performance‐monitoring event‐related potentials (erps) from go/no‐go and flanker tasks with one another, and with psychopathy‐related traits of disinhibition, meanness, and boldness. a task‐dependent relationship was evident between the error‐related negativity (ern) and trait disinhibition, with high‐disinhibited participants showing reduced no‐go ern but not flanker ern. disinhibition was also inversely related to variants of the p3 and the error positivity (pe) from these two tasks. a factor analysis of the erps revealed two distinct factors, one reflecting shared variance among the p3 and pe measures from the two tasks, and the other covariance among the n2 and ern measures. scores on the p3/pe factor, but not the n2/ern factor, were inversely related to disinhibition, and accounted for associations of this trait with variants of the p3 and pe across tasks. the implication is that high trait disinhibition relates mainly to reductions in brain responses associated with later elaborative stages in the processing of motivationally significant events across different tasks. importantly, no‐go ern predicted disinhibition scores beyond n2/ern factor scores, indicating that high disinhibition is not generally related to diminished early preresponse conflict and error processing, but rather to processing impairments in conditions calling for inhibition of prepotent response tendencies. this study examined how psychopathy‐related biobehavioral traits of disinhibition, boldness, and meanness relate to performance monitoring erps in both a go/no‐go and a flanker task. disinhibition showed selective associations with p3 and pe in both tasks, and with ern in the go/no‐go task. findings have implications for understanding processing deviations in psychopathy.",,FALSE
2491,U,The drift diffusion model as the choice rule in inter-temporal and risky choice: A case study in medial orbitofrontal cortex lesion patients and controls.,"Peters, Jan; D'Esposito, Mark",PLoS Computational Biology,2020,"sequential sampling models such as the drift diffusion model (ddm) have a long tradition in research on perceptual decision-making, but mounting evidence suggests that these models can account for response time (rt) distributions that arise during reinforcement learning and value-based decision-making. building on this previous work, we implemented the ddm as the choice rule in inter-temporal choice (temporal discounting) and risky choice (probability discounting) using hierarchical bayesian parameter estimation. we validated our approach in data from nine patients with focal lesions to the ventromedial prefrontal cortex / medial orbitofrontal cortex (vmpfc/mofc) and nineteen age- and education-matched controls. model comparison revealed that, for both tasks, the data were best accounted for by a variant of the drift diffusion model including a non-linear mapping from value-differences to trial-wise drift rates. posterior predictive checks confirmed that this model provided a superior account of the relationship between value and rt. we then applied this modeling framework and 1) reproduced our previous results regarding temporal discounting in vmpfc/mofc patients and 2) showed in a previously unpublished data set on risky choice that vmpfc/mofc patients exhibit increased risk-taking relative to controls. analyses of ddm parameters revealed that patients showed substantially increased non-decision times and reduced response caution during risky choice. in contrast, vmpfc/mofc damage abolished neither scaling nor asymptote of the drift rate. relatively intact value processing was also confirmed using ddm mixture models, which revealed that in both groups >98% of trials were better accounted for by a ddm with value modulation than by a null model without value modulation. our results highlight that novel insights can be gained from applying sequential sampling models in studies of inter-temporal and risky decision-making in cognitive neuroscience. author  maladaptive changes in decision-making are associated with many psychiatric and neurological disorders, e.g. when people are making impulsive or risky decisions. for understanding the processes of how such decisions arise, it can be informative to examine not only the choices that people make, but also the response times associated with these decisions. here we show that response times during impulsive and risky decision-making are well accounted for by a model that has been developed to describe perceptual decision-making, the drift diffusion model. furthermore, we use this model to examine impulsive and risky choice following damage of a core regions of the brains decision-making circuitry, the ventromedial / orbitofrontal cortex. although this region has repeatedly been shown to contribute to value processing, modeling revealed that lesions to this area do not render reponse times less dependent on value. our results highlight that novel insights can be gained from applying such models in studies of impulsive and risky choice in cognitive neuroscience.",10.1371/journal.pcbi.1007615,FALSE
2492,G,Abstracts.,,Basic & Clinical Pharmacology & Toxicology,2020,,,TRUE
