title,abstract,authors,year,keywords,orig_index,data_ret_flag,hollow_flag,grey_flag,update_flag,doi
Abstracts.,"the article presents abstracts of medical research. they include ""lack of association of serum uric acid levels with the occurrence and severity of angiographic documented coronary artery disease,"" ""the myocardial protective effects of high-dose atorvastatin during percutaneous coronary intervention in patients with unstable angina,"" ""evaluation of statin in decreasing the early mortality and morbidity of acute coronary syndrome: a clinical trial in shaheed rajaie cardiovascular medical and research center,"" ""type 2 diabetes is not a coronary artery disease risk equivalent,"" and ""lymphocytes t subpopulations in coronary heart disease patients.""",,2006,TYPE 2 diabetes; URIC acid; CORONARY disease; LYMPHOCYTES; STATINS (Cardiovascular agents),2339,manual,FALSE,TRUE,R,
"40th Annual Scientific Meeting of the European Society for Clinical Investigation, 15-18 March, Prague.",,,2006,,2340,manual,TRUE,TRUE,R,
"1st Joint Meeting of the Austrian, German, and Swiss Societies for Cardiothoracic Surgery and Cardiology, Weissensee, January 18â21, 2006.",,,2006,,2341,manual,TRUE,TRUE,R,
Special section on eating disorders.,,"Treasure, J; Schmidt, U",2005,Eating Disorders -- Etiology; Eating Disorders -- Therapy,2346,manual,TRUE,FALSE,R,10.1080/09638230500377977
Symposia.,features several symposia on quality of life and medicine in the u.s. in 2005. range of issues and subject matter discussed by the symposia; keynote speakers; implications for studies of quality of life and medicine.,,2005,QUALITY of life; UNITED States; CONFERENCES & conventions; MEDICINE; INTELLECTUAL cooperation,2349,manual,TRUE,TRUE,R,
Abstracts.,"a1signal-averaged ecg: foregoer to endomyocardial biopsy in rejection diagnosis after cardiac transplantation?rolf bennhagen 3 , leif sÃ¶rnmo 1 , olle pahlm 2 , erkki pesonen 3 electrocardiology 1 , pediatric cardiac transplantation 2 , pediatric cardiology 3 , lund universityadult patients after myocardial infarction can exhibit sustained ventricular arrhythmias. late potentials detected with signal-averaged electrocardiography are known to be common in this group of patients compared to those without arrhythmias.after cardiac transplantation, acute cellular rejection is characterized by lymphocytic infiltration and a destruction of myocytes ressembling small myocardial infarctions.at present, endomyocardial biopsy is the gold standard to detect rejection. non-invasive complementary methods are desirable in monitoring rejection after cardiac transplantation.results from signal-averaged electrocardiograms and results from endomyocardial biopsy specimens are compared. late potentials were detected to a higher degree in individual leads than in conventional vectorcardiographic leads",,2005,CARDIAC surgery; ELECTROCARDIOGRAPHY; ELECTRODIAGNOSIS; HEART biopsy; HEART disease diagnosis; HEART examination,2354,manual,FALSE,TRUE,R,
Contributed Poster Presentations.,discusses abstracts of research papers about health. allergy; asthma; arthritis; cancer; chronic obstructive pulmonary disease; cardiovascular system.,,2004,HEALTH; ALLERGIES; ARTHRITIS; ASTHMA; CANCER; OBSTRUCTIVE lung diseases,2366,manual,TRUE,TRUE,R,
"Abstracts of the 40th Annual Scientific Meeting of the Australian and New Zealand Society of Nephrology. Adelaide, Australia, 1-3 September 2004.",,,2004,,2368,manual,TRUE,TRUE,R,
Abstracts.,"the article presents information on abstracts presented at 40th annual scientific meeting of the australian and new zealand society of nephrology. titles of some abstracts presented at the ""diabetes and renal bone disease,"" by g.j. elder and c.h. moy, ""difficulty with blood pressure control in diabetic chronic kidney disease,"" by k. nand, j.c. collins and g.d. gamble, ""multidetector spiral ct renal angiography in the diagnosis of renal artery fibromuscular dysplasia,"" by p.l. coleman, r. sabharwal and p. viadica.",,2004,"DIABETES; MEETINGS; ASSOCIATIONS, institutions, etc.; ANGIOGRAPHY; NEPHROLOGY; RENAL artery",2369,manual,FALSE,TRUE,R,
Poster Abstracts.,"the article presents certain abstracts of topics on neurosciences that were discussed on a poster sessions of a forum. in the poster session on ""prosodic rather than temporal salience triggers involuntary attentional capture to speech sounds: an erp investigation using the p3a ,"" the focus was on the role attention plays in speech comprehension. however, the nature of the interplay of attention and speech processing remains elusive. in the poster session on ""behavioural and physiological impairments of vigilant attention after traumatic brain injury,"" panelists stated that sustaining attention under conditions of low external demand taxes the ability to stay on task and to avoid more appealing trains of thought or environmental distractions.",,2004,NEUROSCIENCES; POSTER presentations; BRAIN injuries; COMPREHENSION; FORUMS; SPEECH,2370,manual,FALSE,TRUE,R,
Contributed Podium Presentations.,presents abstracts on topics discussed at the sixth annual european congress of the international society for pharmacoeconomics and outcomes research. design of a web-based standard gamble interview; use of acarbose for the prevention of type ii diabetes in canada; development of a preference-based measure for postmenopausal health.,,2003,CONFERENCES & conventions; ABSTRACTS; ACARBOSE; CANADA; MENOPAUSE,2378,manual,TRUE,TRUE,R,
Contributed Poster Presentations.,"presents abstracts related to allergy and eye disorders, published in the november 2003 issue of the periodical ""value in health."" occurrence of allergic conjunctivitis in great britain; prevalence of low vision in france; cost of brinzolamide versus dorzolamide in the treatment of glaucoma.",,2003,UNITED Kingdom; POSTER presentations; FRANCE; ABSTRACTS; ALLERGIES; CONJUNCTIVITIS; EYE diseases; LOW vision,2380,manual,TRUE,TRUE,R,
Abstracts to the 12th International Congress European Society for Child and Adolescent Psychiatry.,"provides information on training courses and symposiums in the 12th international congress european society for child and adolescent psychiatry held on september 28-october 1, 2003 in paris, france.  assessment of the mental health of infants; psychopathological approach and therapeutic interventions in eating disorders; assessment of the risk of violence among young offenders; schizophrenia in children and adolescents.",,2003,"EATING disorders; CONFERENCES & conventions; CHILD psychiatry; FRANCE; ASSOCIATIONS, institutions, etc.; SCHIZOPHRENIA in adolescence; ADOLESCENT psychiatry; PARIS (France); SCHIZOPHRENIA in children; VIOLENCE; VIOLENT adolescents",2381,manual,FALSE,TRUE,R,
6th Diabetic Neuropathy Satellite Symposium of the 18th International Diabetes Federation Congress in conjunction with 13th Annual Meeting of the Diabetic Neuropathy Study Group of the EASD (NEURODIAB XIII).,"reports on the sixth diabetic neuropathy satellite symposium of the 18th international diabetes federation congress in conjunction with 13th annual meeting of the diabetic neuropathy study group of the european association for the study of diabetes held in saint malo, france during 30 august-2 september 2003.  implications of the aldose reductase gene in peripheral nerve integrity and its environmental insults in diabetes; role of aldose reductase in the development of structural pathology of diabetic autonomic neuropathy; effect of aldose reductase inhibitor epalrestat on development of symptomatic neuropathy in diabetic patients.",,2003,"CONFERENCES & conventions; FRANCE; ASSOCIATIONS, institutions, etc.; ALDOSE reductase; DIABETIC neuropathies",2382,manual,FALSE,TRUE,R,
Abstracts of Papers.,"several abstracts of research papers presented at the international association for dental research's (iadr) 2003 general session are given including paper ""dental fear: pain sensitivity and fear of bodily injury,"" ""heterogeneity in dental fearful patients: a person-based approach"" and ""importance of implant surface (nano)structure on early bone bonding.""",,2003,CONFERENCES & conventions; DENTAL care; DENTAL implants; DENTISTRY; INTERNATIONAL Association for Dental Research; TEETH injuries,2383,manual,FALSE,TRUE,R,
Abstracts to the 12th International Congress European Society for Child and Adolescent Psychiatry: Developmental psychopathology: transmission and change.,,,2003,,2386,manual,TRUE,TRUE,R,
CONTRIBUTED POSTER PRESENTATIONS.,"discusses abstracts of articles related to health.  'drug costs regulation system in the slovak republic,' by d. tomek; 'risk sharing in a state funded health service: outcomes guarantee project,' by s.r. chapman and e. reeve; 'the use of pathology-related parameters in explaining the variation of public expenditures on medical imaging,' by d. puttevils, d. ooms, g. wissels, k. putman and d. corens.",,2002,MEDICAL care; HEALTH; DIAGNOSTIC imaging,2397,manual,FALSE,TRUE,R,
"Abstarcts of the Annual Scientific Meeting of the Australian Atheroosclerosis Society. Fremantle, 22-24 November 2001.",,,2002,,2398,manual,TRUE,TRUE,R,
Contributed Poster Presentations.,"presents abstracts of studies related to health.  an analysis of a healthy start smoking cessation program; effect of preferred drug status on patient switching, adherence and days of therapy; assessment of fracture risk with prescription drugs in medicare-eligible plan members of a telecommunications company.",,2002,PATIENT compliance; HEALTH; INDUSTRIAL safety; SMOKING cessation,2400,manual,TRUE,TRUE,R,
Track 7 Diabetes and hyperlipidemia in obesity P205-P259.,"presents articles related to diabetes and hyperlipidemia in obesity published in the may 3, 2001 issue of the periodical 'international journal of obesity.'  diseases caused by diabetes; effect of diet free fat and endurance training on insulin receptor tyrosine protein kinase in dietary obese rats; effects of a weight maintenance program with or without exercise training on the metabolic syndrome in obese men.",,2001,OBESITY; DIABETES; PROTEIN-tyrosine kinases,2410,manual,FALSE,TRUE,R,
Abstracts of Papers.,"the article focuses on abstracts of research papers presented at the international association for dental research's (iadr) events including ""espabuing horizons, strengthening alliances to conduct practice-based and community-based research,"" ""expanding the capacity for training in clinical research: partnering academic. industry, and federal sector"" and ""advances in dental cad/cam.""",,2000,COMMUNITY-based programs; CONFERENCES & conventions; DENTAL care; DENTISTRY; INTERNATIONAL Association for Dental Research; DENTIN,2413,manual,FALSE,TRUE,R,
Abstracts of Papers.,"the article presents abstracts related to dentistry including ""magnetic resonance imaging (mri) effects on mouse dentin and bone,"" by a. kwong and colleagues, ""oral manifestations of infection with human immuno-deficiency virus: a continuing study,"" by a. j. oliver and p. c. reade, and ""effect of monofluorophosphate on crystallization in seeded calcium phosphate solutions,"" by g. m. vintiner.",,1989,MAGNETIC resonance imaging; HIV infections; DENTISTRY; DENTIN; CALCIUM phosphate; ORAL manifestations of general diseases,2420,manual,FALSE,TRUE,R,
Abstracts of Papers.,"abstracts of several topics related to dentistry are presented including the recognition and proper locations of undercuts, the comparison of intraoral mirror positions using 3-dimensional mirror, and a survey on dental school environment.",,1987,COSMETIC dentistry; DENTAL students; HEALING; MEDICAL ethics; ORAL medicine,2421,manual,TRUE,TRUE,R,
Abstracts of Papers.,"the article presents abstracts on dentistry which include monoclonal antibodies in periodontal disease, impact of fluoride on molars of rats and gingival fluid.",,1985,PERIODONTAL disease; DENTISTRY; FLUORIDES; GINGIVAL fluid; MOLARS,2422,manual,TRUE,TRUE,R,
Symposia Abstracts.,"in our first event-related potential study, erps and behavioral data converged in showing that both f0 and timbre support emotion processing but do so differently for different emotions: whereas f0 was most relevant for responses to happy, fearful, and sad voices, timbre was most relevant for responses to voices expressing pleasure. from fmri data, we further found that flexible control over task representations recruited thalamocortical interactions, where thalamic evoked responses shaped and updated cortical cognitive activity in response to changing task contexts. motivational context and error processing in impulsivity and compulsivity rebecca overmeyer, tanja endrass i technische universitÃ¤t dresden i adaptive behavior is based on monitoring of response outcomes, a process called performance monitoring (pm). b 4:40 p.m.-6:10 p.m. pdt b  b symposium 3.2 b fear and loathing in vr: psychophysiological fear and anxiety responses in virtual reality session chair: johannes rodrigues i julius-maximilians university of wÃ¼rzburg i discussant: travis baker i rutgers university newark i  i descriptors: virtual reality, anxiety, fear and defensive responses, eeg and ecg i . [extracted from the article]",,2022,REWARD (Psychology); CONTROL (Psychology); EVOKED potentials (Electrophysiology); CLASSICAL conditioning; EMOTION recognition; EXPOSURE therapy; INTEROCEPTION; VOICE disorders,2432,manual,FALSE,TRUE,R,
Poster Session 1.,"1-004 personal choice shields against noise effects on effort-related cardiovascular response johanna falk sp 1 sp , guido gendolla sp 1 sp , peter gollwitzer sp 2,3,4 sp , gabriele oettingen sp 2,5 sp  sp i 1 i sp i university of geneva, i sp i 2 i sp i new york university, i sp i 3 i sp i university of konstanz, i sp i 4 i sp i leuphana university of lueneburg, i sp i 5 i sp i university of hamburg i  i descriptors: cardiovascular response, effort, action shielding i two experiments tested whether personal choice vs. external assignment of task characteristics moderates the effect of aversive noise stimulation effects on effort-related cardiovascular response. b wednesday, september 28, 2022 b 1-001 dimensionality estimation and reduction of eeg before independent component analysis: the imp... seung suk kang, joseph bodenheimer university of missouri, kansas city i descriptors: ica, reliability, dimensionality reduction i to accurately quantify brain activities from eeg, it is essential to conduct rigorous preprocessing of eeg to remove prominent physiological and environmental noises. 2-020 effects of noninvasive brain stimulation on heart rate and heart rate variability: a systemat... maximilian schmauÃer sp 1 sp , sven hoffmann sp 2 sp , markus raab sp 1,3 sp , sylvain laborde sp 1,4 sp  sp i 1 i sp i german sport university, i sp i 2 i sp i university of hagen, i sp i 3 i sp i london south bank university, i sp i 4 i sp i universitÃ© de caen normandie i  i descriptors: non-invasive brain stimulation, heart rate variability, meta analysis i noninvasive brain stimulation (nibs) techniques such as transcranial magnetic stimulation (tms) and transcranial direct current stimulation (tdcs) are widely used to test whether specific cortical regions contribute to various cognitive and affective processes. [extracted from the article]",,2022,RESPONSE inhibition; CONTROL (Psychology); CLASSICAL conditioning; INTEROCEPTION; ANXIETY disorders; IRRITABLE colon; QUALITY of life; SOCIAL science research; SPECIFIC language impairment in children,2433,manual,FALSE,TRUE,R,
ABSTRACT.,"covid-19 and social inequalities in a syndemic approach: social, clinical and psychological a... 56asm - 0278 pc05 | changes in mindfulness during the first lockdown from covid-19 a. lopez sp 1 sp ; a. o. caffÃ² sp 1 sp ; l. tinella sp 1 sp ; m. n. di masi sp 2 sp ; g. spano sp 1 sp ; c. clemente sp 1 sp ; t. garcÃ­a-pereiro sp 1 sp ; e. ricciardi sp 1 sp ; a. bosco sp 1 sp  sp 1 sp i university of studiesviability (eosiny),ros production (dhe), mitochondrial function (jc-1), chromatin/dna status (diff-quik),acrosome integrity (psa-fitc) and tyrosine phosphorylation (immunofluorescence)- were determined. higher physiological doses elevated ros production and decreased mitochondrial function, motility, chromatin and acrosome integrity, tyrosine phosphorylation and viability. nonetheless, and although the values were smaller than reported around the world,(2) showed they were sufficient to synergistically decrease motility, chromatin integrity and produce an increasing trend in ros production. [extracted from the article]",,2022,CONCENTRATION functions,2435,manual,FALSE,TRUE,R,
Symposia Abstracts.,"using reinforcement prediction errors to filter the information content from single trial eeg james cavanagh university of new mexico event-related eeg signals reflect a mix of overlapping latent processes. these two designs have historically been distinct with one focusing on the mechanisms (embracing the question of ""can"" in the examination of the role of a process in the explanation of development, as pÃ©rez-edgar & hastings point out) while the other focuses on observations (""do"" certain processes influence development). the present talk aims to address this challenge by examining neural processes linked to error monitoring (i.e., error-related negativity [ern]) and reward processing (i.e., reward positivity [rewp]) in response to acute (i.e., single bouts) and longer-term aerobic exercise interventions for depression. facial expressions: from low-level physical parameter to social actions session chair: florian bublatzky central institute of mental health i descriptors: i facial expression, face and person perception, emotion human facial expressions convey a large amount of emotional and social information in a fraction of a second. spn and predictive coding during reinforcement learning steven hackley sp 1 sp , sabrina bhangal sp 1 sp , shreya sharma sp 1 sp , xi ren sp 1 sp , and fernando valle-inclan sp 2 sp  sp 1 sp university of missouri, columbia, sp 2 sp university of la coruna a predictive coding framework can encompass several processes believed to underlie reinforcement learning, including motor control, reward prediction, and estimating the degree to which sensory events are a consequence of our own behavior. [extracted from the article]",,2021,RESPONSE inhibition; BEHAVIORAL medicine; COMMUNICATIVE disorders; EVOLUTIONARY psychology; MOTIVATION (Psychology); PSYCHOLOGICAL factors; PSYCHOPHYSIOLOGY,2447,manual,FALSE,TRUE,R,
Poster Abstracts.,"poster 1-047 hunger is associated with an increased neural response to food reward iulia banica sp 1 sp , dan foti sp 2 sp , sarah racine sp 1 sp , and anna weinberg sp 1 sp  sp 1 sp mcgill university, sp 2 sp purdue university i descriptors: i reward positivity (rewp), food reward, reward salience the reward positivity (rewp) is a neural index of reward sensitivity. the aud group had an enhanced rewp to point feedback in the 2-doors task ( i f i (1, 48) = 21.78, i p i < .001), as well as a main effect of larger rewp to all valanced picture feedback ( i f i (1, 48) = 29.2, i p i < .005), yet there was no difference between puppy or alcohol images ( i f i (1, 48) = 3.88, i p i = .88). poster 1-022 the reward positivity is enhanced in individuals with alcohol use disorder garima singh sp 1 sp , ethan campbell sp 1 sp , jeremy hogeveen sp 1 sp , katie witkiewitz sp 1 sp , eric claus sp 1,2 sp , and james cavanagh sp 1 sp  sp 1 sp university of new mexico, sp 2 sp the mind research network i descriptors: i reward positivity, aud, affective imagery the reward positivity (rewp) is a positive deflection in the eeg following reward receipt. poster 1-013 test-retest reliability of the late-positive potential and the reward positivity in new mothe... kimberly galvez-ortega, kaylin hill, wei siong neo, bridgette kelleher, and dan foti purdue university i descriptors: i lpp, rewp, reliability the late positive potential (lpp) and the reward positivity (rewp) have been previously linked to psychological outcomes, such as depression. [extracted from the article]",,2021,RESPONSE inhibition; MENTAL illness; BEHAVIORAL medicine; DEVELOPMENTAL psychology; NEUROSCIENCES; TIME perception,2448,manual,FALSE,TRUE,R,
Abstracts.,,,2020,SOCIAL science research; COLLEGE curriculum; DATA integrity; MEDICAL sciences; PLANT transpiration; SCIENCE education; SOCIAL sciences education; TRANSCRANIAL magnetic stimulation,2492,manual,TRUE,TRUE,R,
Poster Session Abstracts.,,,2019,POSTER presentations,2508,manual,TRUE,TRUE,R,
Abstracts.,"ehmsg - xxxii nd international workshop on helicobacter & microbiota in inflammation &amp... the european helicobacter and microbiota study group maria effenberger, innsbruck. [extracted from the article]",,2019,U.S. states,2509,manual,TRUE,TRUE,R,
Abstracts.,,,2019,BLOOD sugar monitoring; DNA separation; MEDICAL textiles; POLYMERASE chain reaction; SPECTROMETRY,2519,manual,TRUE,TRUE,R,
Poster Session Abstracts.,,,2018,FUNCTIONAL magnetic resonance imaging; COGNITIVE ability; POSTER presentations,2524,manual,TRUE,TRUE,R,
"2018 Peripheral Nerve Society Annual Meeting 21â25 July, 2018 Baltimore, Maryland.","the article offers information on 2018 peripheral nerve society annual meeting from 21-25 july, 2018 at baltimore, maryland. it mentions several topics discussed in meeting that includes role of microangiopathy in the pathogenesis of diabetic neuropathy; validity and diagnostic capability of patient and clinician reported measures of chemotherapy induced peripheral neuropathy (cipn); and role of sirt2 in alleviating cisplatin induced peripheral neuropathy pain.",,2018,CONFERENCES & conventions; INTERNATIONAL agencies; MARYLAND; PERIPHERAL nervous system,2526,manual,FALSE,TRUE,R,
Abstracts.,,,2018,AMELOBLASTOMA; BIOMASS energy; BLOOD lipids; ELECTROMAGNETIC fields; PROTEIN expression; SYSTEMIC lupus erythematosus,2538,manual,TRUE,TRUE,R,
2nd European Conference on Brain Stimulation in Psychiatry (ECBSP): Individualizing Neuromodulation.,,,2017,BRAIN stimulation; CONFERENCES & conventions; PSYCHIATRY conferences,2543,manual,TRUE,TRUE,R,
ABSTRACTS.,,,2017,SCHIZOPHRENIA; PSYCHIATRY; PSYCHOSES; BIPOLAR disorder; NEURAL circuitry; DISEASE susceptibility,2556,manual,TRUE,TRUE,R,
EAPS Congress 2016.,"the article presents abstracts on pediatrics topics which include the education symposium on preventive health care, treatment strategies of pulmonary hypertension among children, and improvement on neurocritical care.",,2016,EDUCATION conferences; PREVENTIVE medicine; PULMONARY hypertension treatment,2564,manual,TRUE,TRUE,R,
Poster Sessions.,,,2016,DEVELOPMENTAL biology; DNA repair; DNA replication; MICRORNA genetics; SYSTEMS biology,2567,manual,TRUE,TRUE,R,
6th International Charcot-Marie-Tooth and Related Neuropathy Consortium (CMTR) Meeting.,"the article presents abstracts on topics related to peripheral nervous system including the inherited neuropathy consortium, the regulation of transient receptor potential vanilloid 4 and the rare disease' inherited neuropathies consortium.",,2016,CONFERENCES & conventions; PERIPHERAL nervous system; CHARCOT-Marie-Tooth disease; DIAGNOSIS; GENETIC disorders; PERIPHERAL neuropathy diagnosis,2569,manual,TRUE,TRUE,R,
Neuroscience.,"the article presents abstracts on neuroscience topics which include decoding and modulating the implicit brain functions in sport performance, development of human central motor system, and visuomotor function for generating quick action.",,2016,NEUROSCIENCES; BRAIN function localization; VISUOMOTOR coordination,2573,manual,TRUE,TRUE,R,
Workshops.,"various abstracts about research on autoinflammatory disease are presented including one on how hypersmolar stress induces tonicity enhancer binding protein activation in human retinal pigmented epithelial cells, treatment of symptomatic familial mediterranean fever (fmf), and a prospective study on hashimoto's thyroiditis patients from the west of algeria.",,2016,INFLAMMATION; FAMILIAL Mediterranean fever; THYROIDITIS,2578,manual,TRUE,TRUE,R,
2015 Peripheral Nerve Society Biennial Meeting.,"the article presents several abstracts to be presented at the 2015 peripheral nerve society biennial meeting from june 27-july 2, 2015 in quÃ©bec city, quÃ©bec, canada, including medicine for guillain-barrÃ© syndrome (gbs), charcot-marie-tooth (cmt) disease and cell mechanism in neuropathic pain.",,2015,CONFERENCES & conventions; PERIPHERAL nervous system; QUEBEC (Province); PERIPHERAL neuropathy,2592,manual,FALSE,TRUE,R,
Workshops.,"the article presents abstracts on cardiovascular disease and inflammation which include the role of diet and exercise on oxidative stress and metabolic syndrome, cardiac involvement in inflammatory rheumatoid diseases, and prevention of postoperative atrial fibrillation by dexamethasone.",,2015,ATRIAL fibrillation; OXIDATIVE stress; RHEUMATOID arthritis,2593,manual,TRUE,TRUE,R,
Poster Sessions.,,,2014,DNA replication; CELL cycle; PERIODICAL publishing; PUBLICATIONS; PUBLISHED articles; PUBLISHING,2607,manual,TRUE,TRUE,R,
"Abstracts of the 50th Annual Scientific Meeting of the Australian and New Zealand Society of Nephrology, 25-27 August, 2014, Melbourne, Australia.",,,2014,,2608,manual,TRUE,TRUE,R,
Mini Oral Abstracts.,"the article presents abstracts on nephrology topics which includes interdialytic period (idp), albuminuria in aboriginal children and dendritic cells activation.",,2014,ALBUMINURIA; DENDRITIC cells; INDIGENOUS children,2609,manual,TRUE,TRUE,R,
Poster Session A.,,,2014,ATTENTION; ELECTROPHYSIOLOGY; EVOKED potentials (Electrophysiology); ELECTROENCEPHALOGRAPHY; POSTER presentations; CONFERENCES & conventions; NEURAL stimulation,2619,manual,TRUE,TRUE,R,
Poster Session C.,,,2014,VISUAL perception; POSTER presentations; CONFERENCES & conventions; PUBLISHING; MEDICAL periodicals; MEDICAL publishing; PERIODICAL articles,2620,manual,TRUE,TRUE,R,
Poster Session D.,,,2014,EVOKED potentials (Electrophysiology); ELECTROENCEPHALOGRAPHY; SHORT-term memory; COGNITIVE neuroscience; POSTER presentations; PATIENTS; AUDITORY selective attention; AUTISM spectrum disorders,2621,manual,TRUE,TRUE,R,
Poster Session Abstracts.,"the article presents abstracts on psychophysiological topics which include impact of picture repetition on affective modulation, impaired visual discrimination ability in poor cognitive control individuals, and decline of working memory in aging.",,2013,SHORT-term memory; PSYCHOPHYSIOLOGY; VISUAL perception; COGNITIVE Control Battery; VISUAL discrimination,2630,manual,TRUE,TRUE,R,
Poster Session I.,"the article presents abstracts of articles related to bipolar disorder which include ""sleep fragmentation and corticosterone response in sodium pump alpha-2 knockout mice,"" by m. b. roberts, y. gao, and r. s. el-mallakh, ""neurometabolite effects of lamotrigine treatment in bipolar depression,"" by p. croarkin and colleagues, and ""c9orf72 expansion in a family with bp disorder and ftd,"" by m. g. mcinnis and colleagues.",,2013,BIPOLAR disorder; CORTICOSTERONE; FRONTOTEMPORAL dementia; LAMOTRIGINE; SODIUM/POTASSIUM ATPase,2636,manual,FALSE,TRUE,R,
Poster Session A.,,,2013,BRAIN; ELECTROENCEPHALOGRAPHY; SHORT-term memory; AUDITORY selective attention; BINAURAL audio,2639,manual,TRUE,TRUE,R,
Poster Session B.,,,2013,SHORT-term memory; NEUROSCIENCES; ADULT-child relationships; AGE factors in electroencephalography; SPATIOTEMPORAL processes,2640,manual,TRUE,TRUE,R,
Poster Session C.,,,2013,BRAIN; EVOKED potentials (Electrophysiology); EYE movement measurements; MODALITY (Theory of knowledge); SENSORY evaluation; VISUAL evoked potentials,2641,manual,TRUE,TRUE,R,
Poster Session Abstracts.,"the article presents abstracts related to psychophysiology which include ""the modification of non-defensive reflex response during affective picture viewing,"" by suvi karla and colleagues, ""emotion system coherence flexibility in social context,"" by cristina gatti and mark geisler, and ""impaired cardiovascular functioning in obese participants,"" by ashley e. burch and michael t. allen.",,2012,PSYCHOPHYSIOLOGY; PSYCHOLOGY; CARDIOVASCULAR diseases; OBESITY complications; SOCIAL context; EMOTIONS -- Social aspects; PICTURES,2648,manual,FALSE,TRUE,R,
Physicians Poster AbstractsEBMT 2012.,"the article presents abstracts of papers presented at the european group for blood and marrow transplantation (ebmt) 2012 meeting including ""the outcomes of allogeneic stem cell transplantation in aml patients with monosomal karyotypes,"" by j. h. moon and colleagues, ""reconstitution of human herpes virus 6 (hhv6)-specific t-cell immunity after paediatric hsct,"" by t. mina and colleagues, and ""examples of the use of stem cells from cord blood in poland,"" by t. oldak and colleagues.",,2012,T cells; PATIENTS; ABSTRACTS; ACUTE myeloid leukemia; BONE marrow transplantation; CORD blood transplantation; HUMAN herpesvirus-6 infections; STEM cell transplantation,2653,manual,FALSE,TRUE,R,
Poster Session Abstracts.,"the article presents abstracts on medical topics which include the function of anterior cingulated cortex (acc) in emotion-regulated response inhibition, the effects of attention on amygdala responses to emotional scenes and facial expressions, and the response patterns of anxiety sensitive persons to dyspnea sensations.",,2011,ANXIETY; PATIENTS; FACIAL expression; ABSTRACTS; AMYGDALOID body; CEREBRAL cortex; DYSPNEA,2671,manual,TRUE,TRUE,R,
"Abstracts of the International Pediatric Transplant Association (IPTA) 6th Congress on Pediatric Transplantation. June 25-28, 2011. Montreal, Canada.",,,2011,,2673,manual,TRUE,TRUE,R,
Abstracts.,"the article presents abstracts on pediatric transplant studies which include ""establishment of a paediatric renal transplant service in tunisia,"" by i. mignon and colleagues, ""demographic features of the first pediatric heart transplantation center in brazil,"" by s. alexandre and colleagues, and ""combined liver/kidney transplantation in arab children,"" by i. m. ali and colleagues.",,2011,"HEART transplantation; KIDNEY transplantation; LIVER transplantation; TRANSPLANTATION of organs, tissues, etc. in children",2674,manual,FALSE,TRUE,R,
"Abstracts of the 21st International Symposium on ALS/MDS. December 11-13, 2010. Orlando, Florida, USA.","the article presents abstracts related to amyotrophic lateral sclerosis (als) and motor neuron disease (mnd) including the articles ""aan practice parameters: what they tell us and what they don't,"" by r. g. miller and colleagues, ""characterizing the role of tdp-43 in als,"" by b. freibaum and colleagues, and ""quality of life: individual values, standardized assessment?,"" by s. r. cohen.",,2010,QUALITY of life; VALUES (Ethics); AMYOTROPHIC lateral sclerosis; MOTOR neuron diseases,2688,manual,FALSE,TRUE,R,
SESSION 1 JOINT OPENING SESSION.,"the article presents abstracts on amyotrophic lateral sclerosis (als) which include perspective on als as tpd-43 proteinopathies, use of embroyonic stem cells for the study of motor neuron, and microrna dysregulation in sporadic als.",,2010,ABSTRACTS; AMYOTROPHIC lateral sclerosis; MICRORNA; MOTOR neurons; STEM cells,2689,manual,TRUE,TRUE,R,
Poster Session Abstracts.,"the article presents abstracts related to psychophysiology which include the impact in depression of distraction and rumination, the association of blunted neural reactivity and self monitoring with schizophrenia, and the abnormal responses of autism spectrum disorder (asd) patients to the sensory environment.",,2010,SCHIZOPHRENIA; PSYCHOPHYSIOLOGY; AUTISM spectrum disorders; ABSTRACTS; RUMINATION (Digestion),2690,manual,TRUE,TRUE,R,
Poster presentations (In alphabetical order by first author).,"the article presents abstracts on clinical health psychology topics which include the characteristics of foster parents, the effects of work-related traumatic incidents on the physical and psychological health of emergency nurses, and the psychological impact of prenatal procedures.",,2010,"MENTAL health; ENGLAND; CONFERENCES & conventions; HEALTH behavior; ASSOCIATIONS, institutions, etc.; EUROPE; ROMANIA",2692,manual,TRUE,TRUE,R,
Poster presentations (In alphabetical order by first author),,,2010,,2693,manual,TRUE,TRUE,R,
Workshops.,"the article presents abstracts on emerging aspects of phagocyte biology including migration of granulocytes to the inflamed peritoneum, role of kindlin-three in neutrophil integrin activation, and functions of gai2 and gai3 in neutrophils during inflammation.",,2010,GRANULOCYTES; KINDLING (Neurology); NEUTROPHILS; PHAGOCYTES,2705,manual,TRUE,TRUE,R,
"2nd European Congress on the Aging Male, September 3â5, 2009 in Budapest, Hungary.","the article presents abstracts on medical topics which include the approach of the quebec government to the aging population, research on frailty of aging male as a disorder of hormonal synchrinology and the cultural differences, role and function of age groups in immigration context.",,2009,GOVERNMENT policy; AGING; DISEASES in men; ENDOCRINE diseases; POPULATION aging,2711,manual,TRUE,TRUE,R,
